TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. DET,02/14/2024,W,240,116,35,77,45.5,10,31,32.3,36,44,81.8,9,45,54,28,15,11,24,20,16,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW vs. LAC,02/14/2024,L,240,125,47,103,45.6,18,47,38.3,13,18,72.2,13,34,47,34,7,2,9,25,-5,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC @ GSW,02/14/2024,W,240,130,44,88,50,13,38,34.2,29,37,78.4,12,36,48,28,6,4,12,21,5,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC @ DEN,02/14/2024,W,240,102,39,89,43.8,9,33,27.3,15,19,78.9,10,38,48,21,7,5,15,18,4,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN vs. SAC,02/14/2024,L,240,98,35,89,39.3,9,26,34.6,19,22,86.4,12,33,45,27,6,5,12,18,-4,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS @ DAL,02/14/2024,L,240,93,36,100,36,10,40,25,11,15,73.3,13,31,44,29,8,7,12,9,-23,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. SAS,02/14/2024,W,240,116,49,92,53.3,11,30,36.7,7,10,70,8,47,55,28,6,10,16,14,23,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI vs. MIA,02/14/2024,L,240,104,41,86,47.7,10,35,28.6,12,16,75,6,33,39,29,3,1,14,20,-5,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA @ PHI,02/14/2024,W,240,109,42,88,47.7,11,35,31.4,14,15,93.3,10,33,43,27,10,1,13,17,5,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA vs. LAL,02/14/2024,L,240,122,49,101,48.5,14,45,31.1,10,13,76.9,15,29,44,29,5,7,13,21,-16,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL @ UTA,02/14/2024,W,240,138,52,91,57.1,14,31,45.2,20,24,83.3,5,32,37,34,8,4,10,13,16,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP vs. WAS,02/14/2024,W,240,133,50,89,56.2,10,32,31.3,23,29,79.3,8,31,39,36,14,6,10,21,7,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS @ NOP,02/14/2024,L,240,126,44,92,47.8,21,45,46.7,17,20,85,15,27,42,35,7,3,19,22,-7,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL vs. OKC,02/13/2024,L,240,113,41,91,45.1,11,36,30.6,20,25,80,14,34,48,29,6,3,16,19,-14,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. BOS,02/13/2024,L,240,110,39,79,49.4,15,33,45.5,17,26,65.4,7,30,37,28,6,3,12,21,-8,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS @ BKN,02/13/2024,W,240,118,43,83,51.8,15,37,40.5,17,23,73.9,7,32,39,31,6,1,14,24,8,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC @ ORL,02/13/2024,W,240,127,46,84,54.8,13,32,40.6,22,24,91.7,4,27,31,28,9,8,12,20,14,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL vs. MIA,02/13/2024,L,240,97,37,83,44.6,13,39,33.3,10,11,90.9,5,33,38,24,8,4,18,12,-26,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA @ MIL,02/13/2024,W,240,123,45,87,51.7,19,40,47.5,14,18,77.8,7,40,47,34,10,3,14,13,26,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR vs. MIN,02/13/2024,L,240,109,39,87,44.8,11,29,37.9,20,25,80,12,32,44,26,5,1,16,29,-12,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ POR,02/13/2024,W,240,121,39,84,46.4,13,33,39.4,30,34,88.2,12,29,41,24,8,9,12,18,12,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. SAC,02/13/2024,W,240,130,44,85,51.8,13,31,41.9,29,36,80.6,7,32,39,29,11,6,12,16,5,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC @ PHX,02/13/2024,L,240,125,49,95,51.6,9,31,29,18,24,75,15,35,50,27,8,6,13,27,-5,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL vs. DET,02/13/2024,W,240,125,43,84,51.2,14,35,40,25,30,83.3,7,40,47,32,6,11,16,14,14,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET @ LAL,02/13/2024,L,240,111,45,108,41.7,8,28,28.6,13,17,76.5,17,33,50,30,8,2,10,24,-14,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA vs. IND,02-12-2024,W,240,111,44,82,53.7,10,34,29.4,13,16,81.3,5,41,46,27,5,3,19,17,9,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND @ CHA,02-12-2024,L,240,102,42,83,50.6,8,30,26.7,10,16,62.5,2,30,32,31,9,3,11,11,-9,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE vs. PHI,02-12-2024,L,240,121,44,92,47.8,13,37,35.1,20,25,80,15,28,43,33,6,8,11,17,-2,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI @ CLE,02-12-2024,W,240,123,48,88,54.5,11,26,42.3,16,19,84.2,11,31,42,25,5,4,11,22,2,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU vs. NYK,02-12-2024,W,240,105,36,80,45,10,26,38.5,23,33,69.7,12,27,39,22,12,3,12,16,2,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK @ HOU,02-12-2024,L,240,103,42,92,45.7,12,36,33.3,7,12,58.3,19,32,51,19,4,4,17,23,-2,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR vs. SAS,02-12-2024,L,240,99,39,98,39.8,8,31,25.8,13,16,81.3,16,31,47,25,11,4,19,20,-23,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS @ TOR,02-12-2024,W,240,122,46,87,52.9,11,30,36.7,19,23,82.6,5,41,46,37,12,13,19,14,23,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM vs. NOP,02-12-2024,L,240,87,34,81,42,12,44,27.3,7,8,87.5,3,33,36,28,7,8,18,17,-9,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP @ MEM,02-12-2024,W,240,96,32,78,41,13,35,37.1,19,24,79.2,12,37,49,21,12,4,19,18,9,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL vs. DEN,02-12-2024,W,240,112,42,84,50,16,34,47.1,12,18,66.7,9,42,51,30,8,6,13,19,17,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN @ MIL,02-12-2024,L,240,95,36,94,38.3,11,40,27.5,12,17,70.6,12,36,48,24,7,2,13,14,-17,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. WAS,02-12-2024,W,240,112,43,96,44.8,9,36,25,17,26,65.4,12,44,56,27,7,12,16,18,8,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS @ DAL,02-12-2024,L,240,104,44,106,41.5,7,32,21.9,9,15,60,12,40,52,27,9,7,16,25,-8,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA vs. GSW,02-12-2024,L,240,107,41,92,44.6,11,32,34.4,14,16,87.5,9,35,44,23,8,7,18,17,-22,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW @ UTA,02-12-2024,W,240,129,48,100,48,20,44,45.5,13,17,76.5,12,39,51,31,8,4,13,13,22,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI @ ATL,02-12-2024,W,240,136,51,92,55.4,13,28,46.4,21,29,72.4,7,36,43,29,6,2,6,22,10,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL vs. CHI,02-12-2024,L,240,126,44,94,46.8,14,43,32.6,24,29,82.8,15,34,49,33,4,3,12,20,-10,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ LAC,02-12-2024,W,240,121,46,86,53.5,11,34,32.4,18,19,94.7,9,32,41,33,9,7,13,20,21,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC vs. MIN,02-12-2024,L,240,100,34,84,40.5,9,28,32.1,23,26,88.5,10,26,36,20,6,3,13,14,-21,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC @ OKC,02-11-2024,L,240,113,44,90,48.9,16,42,38.1,9,13,69.2,10,30,40,32,5,5,18,22,-14,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC vs. SAC,02-11-2024,W,240,127,46,85,54.1,13,27,48.1,22,27,81.5,5,31,36,30,8,9,11,17,14,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS @ MIA,02-11-2024,W,240,110,41,81,50.6,16,39,41,12,17,70.6,6,36,42,27,1,9,11,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA vs. BOS,02-11-2024,L,240,106,40,97,41.2,12,40,30,14,15,93.3,14,31,45,21,4,2,7,14,-4,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL vs. CHI,02-10-2024,W,265,114,41,88,46.6,13,39,33.3,19,26,73.1,13,35,48,23,4,6,17,18,6,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. OKC,02-10-2024,W,240,146,53,91,58.2,15,38,39.5,25,33,75.8,11,43,54,30,8,3,12,23,35,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC @ DAL,02-10-2024,L,240,111,38,98,38.8,17,47,36.2,18,21,85.7,12,28,40,23,5,4,10,23,-35,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX @ GSW,02-10-2024,L,240,112,43,94,45.7,11,34,32.4,15,16,93.8,9,33,42,28,9,8,14,13,-1,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW vs. PHX,02-10-2024,W,240,113,45,101,44.6,17,41,41.5,6,11,54.5,13,39,52,33,6,2,14,20,1,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP @ POR,02-10-2024,W,240,93,36,76,47.4,10,27,37,11,16,68.8,8,28,36,27,9,6,12,14,9,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR vs. NOP,02-10-2024,L,240,84,33,76,43.4,6,21,28.6,12,17,70.6,11,31,42,19,7,4,18,14,-9,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA vs. MEM,02-10-2024,W,240,115,47,82,57.3,16,31,51.6,5,7,71.4,5,38,43,30,8,4,19,9,9,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ CHA,02-10-2024,L,240,106,43,92,46.7,16,44,36.4,4,8,50,9,23,32,33,12,5,12,13,-9,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU @ ATL,02-10-2024,L,240,113,44,100,44,13,43,30.2,12,19,63.2,16,42,58,22,6,6,17,26,-9,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL vs. HOU,02-10-2024,W,240,122,40,88,45.5,14,41,34.1,28,37,75.7,9,32,41,25,7,8,11,18,9,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE @ TOR,02-10-2024,W,240,119,48,92,52.2,14,41,34.1,9,13,69.2,14,33,47,36,5,4,11,18,24,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR vs. CLE,02-10-2024,L,240,95,35,87,40.2,9,31,29,16,23,69.6,12,28,40,22,7,3,11,14,-24,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK vs. IND,02-10-2024,L,240,111,40,84,47.6,10,32,31.3,21,23,91.3,5,27,32,16,7,4,9,15,-14,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND @ NYK,02-10-2024,W,240,125,50,82,61,14,29,48.3,11,19,57.9,6,35,41,30,4,3,16,20,14,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI @ ORL,02-10-2024,L,265,108,43,99,43.4,12,37,32.4,10,14,71.4,18,25,43,21,10,6,8,24,-6,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. SAS,02-10-2024,W,240,123,49,87,56.3,17,34,50,8,11,72.7,9,32,41,31,8,7,12,23,20,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS @ BKN,02-10-2024,L,240,103,36,91,39.6,11,34,32.4,20,21,95.2,15,26,41,20,5,3,14,11,-20,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET @ LAC,02-10-2024,L,240,106,45,102,44.1,9,30,30,7,7,100,14,43,57,27,7,2,14,19,-6,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC vs. DET,02-10-2024,W,240,112,37,82,45.1,13,39,33.3,25,26,96.2,0,35,35,20,9,6,11,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS vs. PHI,02-10-2024,L,240,113,42,86,48.8,13,35,37.1,16,21,76.2,7,32,39,28,7,8,17,23,-6,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI @ WAS,02-10-2024,W,240,119,48,100,48,8,27,29.6,15,23,65.2,13,35,48,28,8,4,11,18,6,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL vs. NOP,02-09-2024,W,240,139,49,88,55.7,14,31,45.2,27,32,84.4,5,27,32,32,5,5,8,20,17,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP @ LAL,02-09-2024,L,240,122,46,89,51.7,11,29,37.9,19,23,82.6,10,31,41,28,5,7,13,22,-17,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC vs. DEN,02-09-2024,W,240,135,51,87,58.6,17,34,50,16,18,88.9,6,36,42,32,11,1,16,22,29,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN @ SAC,02-09-2024,L,240,106,38,82,46.3,10,29,34.5,20,28,71.4,9,26,35,26,9,5,21,16,-29,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL vs. CHA,02-09-2024,W,240,120,41,94,43.6,18,52,34.6,20,24,83.3,10,43,53,26,8,5,7,24,36,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA @ MIL,02-09-2024,L,240,84,27,79,34.2,7,29,24.1,23,29,79.3,8,40,48,17,2,2,15,20,-36,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU @ TOR,02-09-2024,L,240,104,38,85,44.7,15,38,39.5,13,16,81.3,12,36,48,22,5,3,22,20,-3,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR vs. HOU,02-09-2024,W,240,107,40,95,42.1,10,33,30.3,17,19,89.5,16,25,41,24,14,8,12,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS vs. WAS,02-09-2024,W,240,133,48,92,52.2,11,34,32.4,26,28,92.9,9,40,49,25,9,5,13,17,4,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS @ BOS,02-09-2024,L,240,129,45,95,47.4,20,47,42.6,19,21,90.5,5,34,39,32,8,1,12,25,-4,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL @ PHI,02-09-2024,W,240,127,42,81,51.9,16,36,44.4,27,33,81.8,9,31,40,31,4,9,13,19,6,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI vs. ATL,02-09-2024,L,240,121,42,98,42.9,15,45,33.3,22,29,75.9,18,31,49,24,7,6,10,24,-6,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW @ IND,02-08-2024,W,240,131,52,93,55.9,17,32,53.1,10,13,76.9,10,39,49,33,7,7,17,22,22,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND vs. GSW,02-08-2024,L,240,109,39,81,48.1,12,31,38.7,19,27,70.4,7,23,30,31,11,6,14,17,-22,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. CLE,02-08-2024,L,240,95,37,93,39.8,10,25,40,11,14,78.6,12,22,34,22,9,3,12,17,-23,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE @ BKN,02-08-2024,W,240,118,43,80,53.8,15,37,40.5,17,17,100,7,41,48,26,8,13,17,18,23,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK vs. DAL,02-08-2024,L,240,108,42,94,44.7,14,37,37.8,10,11,90.9,14,32,46,27,5,2,14,19,-14,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL @ NYK,02-08-2024,W,240,122,43,82,52.4,18,42,42.9,18,23,78.3,6,34,40,30,7,6,9,13,14,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI @ MEM,02-08-2024,W,240,118,43,79,54.4,12,26,46.2,20,22,90.9,8,38,46,24,3,4,15,16,8,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM vs. CHI,02-08-2024,L,240,110,42,91,46.2,18,46,39.1,8,13,61.5,9,25,34,26,8,4,10,24,-8,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. UTA,02-08-2024,W,240,129,52,88,59.1,14,29,48.3,11,16,68.8,5,32,37,37,10,7,12,22,14,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA @ PHX,02-08-2024,L,240,115,41,94,43.6,12,35,34.3,21,31,67.7,19,33,52,28,7,7,15,14,-14,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL vs. SAS,02-08-2024,W,240,127,49,82,59.8,16,27,59.3,13,20,65,8,31,39,34,11,5,17,20,16,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS @ ORL,02-08-2024,L,240,111,42,81,51.9,11,35,31.4,16,17,94.1,4,23,27,29,7,5,15,16,-16,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL vs. DEN,02-08-2024,L,240,106,41,89,46.1,8,25,32,16,22,72.7,10,29,39,27,12,10,7,10,-8,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN @ LAL,02-08-2024,W,240,114,47,97,48.5,14,32,43.8,6,7,85.7,14,36,50,33,4,6,14,17,8,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR vs. DET,02-08-2024,L,265,122,41,89,46.1,11,30,36.7,29,33,87.9,11,27,38,29,9,7,17,27,-6,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET @ POR,02-08-2024,W,265,128,45,93,48.4,16,27,59.3,22,31,71,16,29,45,26,3,7,17,23,6,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL vs. MIN,02-08-2024,L,240,105,40,81,49.4,14,33,42.4,11,16,68.8,10,25,35,35,6,3,13,10,-24,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ MIL,02-08-2024,W,240,129,48,87,55.2,21,41,51.2,12,16,75,12,31,43,34,8,3,8,17,24,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP @ LAC,02-07-2024,W,240,117,47,88,53.4,12,32,37.5,11,16,68.8,8,30,38,30,13,5,15,17,11,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC vs. NOP,02-07-2024,L,240,106,36,78,46.2,12,32,37.5,22,26,84.6,8,29,37,23,7,2,19,17,-11,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET @ SAC,02-07-2024,W,240,133,47,84,56,17,31,54.8,22,22,100,6,42,48,32,2,2,13,21,13,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC vs. DET,02-07-2024,L,240,120,45,95,47.4,15,44,34.1,15,22,68.2,5,28,33,31,7,6,4,20,-13,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE @ WAS,02-07-2024,W,240,114,43,88,48.9,12,35,34.3,16,22,72.7,7,39,46,25,4,5,14,11,8,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS vs. CLE,02-07-2024,L,240,106,42,94,44.7,16,40,40,6,9,66.7,12,35,47,27,10,5,15,23,-8,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR @ CHA,02-07-2024,W,240,123,43,81,53.1,17,33,51.5,20,24,83.3,7,34,41,30,5,3,11,17,6,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA vs. TOR,02-07-2024,L,240,117,44,90,48.9,16,39,41,13,20,65,9,29,38,27,6,2,10,20,-6,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS vs. ATL,02-07-2024,W,240,125,49,93,52.7,17,49,34.7,10,11,90.9,6,39,45,33,6,9,14,16,8,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL @ BOS,02-07-2024,L,240,117,43,102,42.2,13,41,31.7,18,20,90,13,36,49,24,8,2,9,13,-8,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS @ MIA,02-07-2024,L,240,104,41,90,45.6,12,37,32.4,10,17,58.8,6,40,46,30,6,2,15,21,-12,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA vs. SAS,02-07-2024,W,240,116,43,87,49.4,12,38,31.6,18,23,78.3,5,40,45,29,8,2,11,20,12,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW @ PHI,02-07-2024,W,240,127,47,94,50,16,38,42.1,17,22,77.3,12,40,52,30,7,8,13,21,23,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI vs. GSW,02-07-2024,L,240,104,41,98,41.8,8,32,25,14,14,100,11,29,40,21,7,8,15,16,-23,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ NYK,02-06-2024,L,240,113,41,80,51.3,21,37,56.8,10,16,62.5,8,27,35,33,4,5,18,15,-10,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI vs. MIN,02-06-2024,W,265,129,45,93,48.4,12,30,40,27,32,84.4,13,35,48,24,9,16,14,22,6,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ CHI,02-06-2024,L,265,123,42,92,45.7,20,45,44.4,19,26,73.1,10,32,42,28,6,5,14,25,-6,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC @ UTA,02-06-2024,L,240,117,43,90,47.8,19,37,51.4,12,18,66.7,9,23,32,26,9,9,11,16,-7,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA vs. OKC,02-06-2024,W,240,124,46,89,51.7,14,35,40,18,20,90,15,33,48,29,9,8,17,17,7,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. MIL,02-06-2024,W,240,114,44,87,50.6,8,28,28.6,18,27,66.7,8,41,49,17,8,5,14,19,8,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL @ PHX,02-06-2024,L,240,106,39,90,43.3,13,40,32.5,15,25,60,10,34,44,23,10,4,13,21,-8,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL @ MIA,02-06-2024,L,240,95,35,80,43.8,10,35,28.6,15,21,71.4,8,31,39,25,7,3,18,17,-26,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA vs. ORL,02-06-2024,W,240,121,47,87,54,13,36,36.1,14,18,77.8,11,34,45,31,10,3,13,19,26,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL @ BKN,02-06-2024,W,240,119,46,91,50.5,19,43,44.2,8,13,61.5,6,39,45,25,7,3,11,12,12,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. DAL,02-06-2024,L,240,107,41,91,45.1,12,33,36.4,13,15,86.7,8,35,43,33,6,5,10,13,-12,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU @ IND,02-06-2024,L,240,129,50,97,51.5,12,25,48,17,23,73.9,20,28,48,26,5,3,15,16,-3,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND vs. HOU,02-06-2024,W,240,132,54,86,62.8,15,32,46.9,9,14,64.3,5,20,25,35,7,7,12,20,3,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK vs. MEM,02-06-2024,W,240,123,48,86,55.8,11,27,40.7,16,20,80,8,29,37,28,12,5,10,12,10,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL @ CHA,02-05-2024,W,240,124,50,89,56.2,8,34,23.5,16,19,84.2,7,41,48,36,5,6,17,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL @ PHI,02-05-2024,W,240,118,42,87,48.3,17,43,39.5,17,23,73.9,8,36,44,28,6,4,10,16,16,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI vs. DAL,02-05-2024,L,240,102,40,93,43,8,29,27.6,14,20,70,16,35,51,20,8,5,12,21,-16,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC @ ATL,02-05-2024,W,240,149,52,89,58.4,21,35,60,24,31,77.4,8,28,36,32,8,5,8,19,5,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL vs. LAC,02-05-2024,L,240,144,51,95,53.7,20,39,51.3,22,27,81.5,13,26,39,35,5,4,11,22,-5,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA vs. LAL,02-05-2024,L,240,118,47,96,49,13,32,40.6,11,14,78.6,5,29,34,26,9,1,9,16,-6,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE vs. SAC,02-05-2024,W,240,136,51,88,58,23,41,56.1,11,17,64.7,5,40,45,36,10,5,9,15,26,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC @ CLE,02-05-2024,L,240,110,43,93,46.2,17,44,38.6,7,12,58.3,10,30,40,28,5,1,12,18,-26,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR @ NOP,02-05-2024,L,240,100,40,84,47.6,10,31,32.3,10,15,66.7,10,28,38,27,4,6,18,12,-38,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP vs. TOR,02-05-2024,W,240,138,53,104,51,19,45,42.2,13,13,100,17,34,51,36,11,5,7,13,38,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW @ BKN,02-05-2024,W,240,109,43,93,46.2,4,22,18.2,19,23,82.6,16,44,60,24,7,8,14,17,11,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. GSW,02-05-2024,L,240,98,34,89,38.2,13,42,31,17,22,77.3,11,27,38,23,7,12,10,23,-11,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS vs. PHX,02-04-2024,L,240,112,47,96,49,7,32,21.9,11,17,64.7,13,22,35,32,11,4,18,19,-28,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX @ WAS,02-04-2024,W,240,140,54,88,61.4,11,25,44,21,26,80.8,9,33,42,33,13,6,18,12,28,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET vs. ORL,02-04-2024,L,240,99,36,80,45,8,31,25.8,19,22,86.4,9,27,36,22,6,5,15,18,-12,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL @ DET,02-04-2024,W,240,111,45,84,53.6,10,24,41.7,11,15,73.3,7,30,37,22,7,3,10,18,12,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS vs. MEM,02-04-2024,W,240,131,48,99,48.5,19,51,37.3,16,18,88.9,17,40,57,30,12,4,11,13,40,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ BOS,02-04-2024,L,240,91,35,92,38,11,38,28.9,10,12,83.3,16,30,46,19,5,3,20,15,-40,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ DEN,02-04-2024,L,240,103,39,85,45.9,11,31,35.5,14,15,93.3,15,27,42,29,6,3,13,16,-9,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN vs. POR,02-04-2024,W,240,112,42,86,48.8,12,28,42.9,16,19,84.2,14,28,42,26,8,6,9,11,9,,,,,,,,,,,,,,,,,,,,,,,,,
